"","LIDNUM","NAME","LATSTR","LONGSTR","LAT","LONG","ALTITUDE","MAX_AGE","BFA_MAX","BFA_MAX_ABS","FRAC_MAX","MIN_AGE","BFA_MIN","BFA_MIN_ABS","FRAC_MIN","CHRON","AGE_COMM","BASIN","SUBBASIN","COUNTRY","STATE","COUNTY","APNUMSPM","GENERAL","LOC_SYNONYMS","MEAN_HYPSODONTY","ESTIMATE_PRECIP","ESTIMATE_TEMP","ESTIMATE_NPP","PERS_WOODY_COVER","PERS_POLLEN_AP","PERS_POLLEN_NAP","PERS_POLLEN_OTHER","SIDNUM","ORDER","FAMILY","GENUS","SPECIES","SUBCLASSORSUPERORDER","SUBORDERORSUPERFAMILY","SUBFAMILY","UNIQUE","TAXON_STATUS","ID_STATUS","ADD_INFO","SOURCE_NAME","LS_MICROWEAR","LS_MESOWEAR","LS_MESOWEAR_SCORE","LS_MW_OR_HIGH","LS_MW_OR_LOW","LS_MW_CS_SHARP","LS_MW_CS_ROUND","LS_MW_CS_BLUNT","SVLENGTH","BODYMASS","SXDIMSZE","SXDIMDIS","TSHM","TCRWNHT","HORIZODONTY","CROWNTYP","CUSP_SHAPE","CUSP_COUNT_BUCCAL","CUSP_COUNT_LINGUAL","LOPH_COUNT_LON","LOPH_COUNT_TRS","FCT_AL","FCT_OL","FCT_SF","FCT_OT","FCT_CM","MICROWEAR","MESOWEAR","MESOWEAR_SCORE","MW_OR_HIGH","MW_OR_LOW","MW_CS_SHARP","MW_CS_ROUND","MW_CS_BLUNT","DIET_1","DIET_2","DIET_3","LOCOMO1","LOCOMO2","LOCOMO3","SPCOMMENT","SP_SYNONYM","SP_SYNONYM_COMMENT","HOMININ_BONES","BIPEDAL_FOOTPRINTS","CUTMARKS","STONE_TOOLS","TECHNOLOGICAL_MODE_1","TECHNOLOGICAL_MODE_2","TECHNOLOGICAL_MODE_3","CULTURAL_STAGE_1","CULTURAL_STAGE_2","CULTURAL_STAGE_3","REGIONAL_CULTURE_1","REGIONAL_CULTURE_2","REGIONAL_CULTURE_3","hyps"
"120",28339,"Bura Hasuma","3 48 0 N","36 16 12 E",3.8,36.27,"\N",1.9,"\N","other_absolute","\N",1.55,"\N","other_absolute","\N","\N","\N","North - Central Gregory Rift","\N","Kenya","\N","Marsabit","\N","y","Il Alia: Area 109: Turkana: East Turkana","2.34","\N","\N","\N","\N","\N","\N","\N",28778,"Artiodactyla","Suidae","Kolpochoerus","heseloni","Eutheria","Suoidea","Suinae","-","\N","\N","\N","Kolpochoerus limnetes * from merge","\N","\N",NA,"\N","\N","\N","\N","\N","\N","296977","\N","\N","\N","mes","\N","R2200","R","2","2","0","0","0","0","\N","\N","1","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","te","\N","\N","\N","Kolpochoerus limnetes","Synonymy project",1,0,0,0,"\N","\N","\N","\N","\N","\N","\N","\N","\N",2
"121",28339,"Bura Hasuma","3 48 0 N","36 16 12 E",3.8,36.27,"\N",1.9,"\N","other_absolute","\N",1.55,"\N","other_absolute","\N","\N","\N","North - Central Gregory Rift","\N","Kenya","\N","Marsabit","\N","y","Il Alia: Area 109: Turkana: East Turkana","2.34","\N","\N","\N","\N","\N","\N","\N",28780,"Artiodactyla","Bovidae","Beatragus","antiquus","Eutheria","\N","","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","139802","\N","\N","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,0,"\N","\N","\N","\N","\N","\N","\N","\N","\N",3
"122",28339,"Bura Hasuma","3 48 0 N","36 16 12 E",3.8,36.27,"\N",1.9,"\N","other_absolute","\N",1.55,"\N","other_absolute","\N","\N","\N","North - Central Gregory Rift","\N","Kenya","\N","Marsabit","\N","y","Il Alia: Area 109: Turkana: East Turkana","2.34","\N","\N","\N","\N","\N","\N","\N",28870,"Artiodactyla","Bovidae","Megalotragus","isaaci","Eutheria","\N","Alcelaphini","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","455866","\N","\N","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,0,"\N","\N","\N","\N","\N","\N","\N","\N","\N",3
"123",28339,"Bura Hasuma","3 48 0 N","36 16 12 E",3.8,36.27,"\N",1.9,"\N","other_absolute","\N",1.55,"\N","other_absolute","\N","\N","\N","North - Central Gregory Rift","\N","Kenya","\N","Marsabit","\N","y","Il Alia: Area 109: Turkana: East Turkana","2.34","\N","\N","\N","\N","\N","\N","\N",28880,"Artiodactyla","Giraffidae","Giraffa","pygmaea","Eutheria","\N","Giraffinae","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","992903","\N","\N","sel","bra","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,0,"\N","\N","\N","\N","\N","\N","\N","\N","\N",1
"124",28339,"Bura Hasuma","3 48 0 N","36 16 12 E",3.8,36.27,"\N",1.9,"\N","other_absolute","\N",1.55,"\N","other_absolute","\N","\N","\N","North - Central Gregory Rift","\N","Kenya","\N","Marsabit","\N","y","Il Alia: Area 109: Turkana: East Turkana","2.34","\N","\N","\N","\N","\N","\N","\N",32978,"Artiodactyla","Bovidae","Damaliscus","eppsi","Eutheria","\N","Alcelaphini","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,0,"\N","\N","\N","\N","\N","\N","\N","\N","\N",3
"125",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",21402,"Artiodactyla","Hippopotamidae","Hippopotamus","indet.","Eutheria","\N","","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","2m-5m","2500000","\N","\N","bun","mes","bra","R2200","R","2","2","0","0","0","1","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","graze","sa","\N","gen_quad","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",2
"126",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",24344,"Artiodactyla","Bovidae","Syncerus","indet.","Eutheria","\N","Bovini","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","y","y","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","graze","te","surficial","gen_quad","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"127",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",27351,"Artiodactyla","Giraffidae","Giraffa","jumae","Eutheria","\N","Giraffinae","-","\N","species id uncertain","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","1487240","\N","\N","sel","bra","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",1
"128",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",27360,"Artiodactyla","Bovidae","Madoqua","indet.","Eutheria","\N","Neotragini","-","\N","genus id uncertain","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"129",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",27793,"Artiodactyla","Suidae","Kolpochoerus","majus","Eutheria","Suoidea","Suinae","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","270348","\N","\N","\N","hyp","\N","R2200","R","2","2","0","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","te","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"130",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",27806,"Artiodactyla","Bovidae","Pelorovis","oldowayensis","Eutheria","\N","","-","\N","species id uncertain","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"131",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",27807,"Artiodactyla","Bovidae","Hippotragus","gigas","Eutheria","\N","Hippotragini","-","\N","species id uncertain","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","247053","\N","\N","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"132",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",27900,"Artiodactyla","Bovidae","Tragelaphus","nakuae","Eutheria","\N","Tragelaphini","-","\N","species id uncertain","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","263911","\N","\N","sel","bra","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",1
"133",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",27928,"Artiodactyla","Giraffidae","Sivatherium","maurusium","Eutheria","\N","Sivatheriinae","-","\N","species id uncertain","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","2648827","\N","\N","sel","bra","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",1
"134",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",27967,"Artiodactyla","Bovidae","Parmularius","indet.","Eutheria","\N","","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"135",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",27982,"Artiodactyla","Bovidae","Tragelaphus","strepsiceros","Eutheria","\N","Tragelaphini","-","\N","species id uncertain","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","219487","\N","\N","sel","mes","bra","L2220","L","2","2","2","0","1","0","0","0","0","\N","\N",NA,"100","0","0","100","0","p","herbivore","browse","te","\N","\N","\N","Strepsiceros strepsiceros","File from Indre. Comment:  S. strepsiceros mustbe a typo (dicussed with MF).",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",2
"136",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",27990,"Artiodactyla","Bovidae","Gazella","praethomsoni","Eutheria","\N","Antilopini","-","\N","species id uncertain","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","21515","\N","\N","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"137",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",27998,"Artiodactyla","Suidae","Metridiochoerus","compactus","Eutheria","Suoidea","Suinae","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","559581","\N","\N","\N","hyp","\N","R2200","R","2","2","0","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","te","\N","\N","\N","Stylochoerus compactus:Stylochoerus nicoli","Stylochoerus compactus is a synonym of Metridiochoerus compactus:Synonymy project",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"138",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",28102,"Artiodactyla","Bovidae","Connochaetes","taurinus","Eutheria","\N","Alcelaphini","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","275000","\N","\N","sel","hyp","bra","L2220","L","2","2","2","0","0","1","0","1","0","\N","\N",NA,"55","45","15","56","29","p","herbivore","graze","te","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"139",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",28181,"Artiodactyla","Bovidae","Pelorovis","turkanensis","Eutheria","\N","","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","507553","\N","\N","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"140",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",28193,"Artiodactyla","Bovidae","Damaliscus","niro","Eutheria","\N","Alcelaphini","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"141",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",28196,"Artiodactyla","Bovidae","Redunca","indet.","Eutheria","\N","Reduncini","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"142",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",28873,"Artiodactyla","Bovidae","Rabaticeras","indet.","Eutheria","\N","","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"143",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",28890,"Artiodactyla","Suidae","Metridiochoerus","modestus","Eutheria","Suoidea","Suinae","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","94990","\N","\N","\N","hyp","\N","R2200","R","2","2","0","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","te","\N","\N","\N","Metridiochoerus modestus:Tapinochoerus modestus","Synonymy project:Synonymy project",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"144",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",85787,"Artiodactyla","Bovidae","Kobus","sigmoidalis/ellipsiprymnus","Eutheria","","Reduncini","-","informal species","species id uncertain","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hyp","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"145",29442,"Busidima North (BSN12)","11 3 59 N","40 28 0 E",11.06666667,40.46666667,"\N",1.778,"c1r","\N","\N",1.262,"\N","Ar/Ar","\N","\N","\N","\N","\N","Ethiopia","Afar region","\N","\N","n","Gona: Busidima Fm.","2.4","\N","\N","\N","\N","\N","\N","\N",86294,"Artiodactyla","Bovidae","Kobus/Menelikia","indet.","Eutheria","","Reduncini","-","\N","genus id uncertain","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hyp","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",1,0,0,1,"1","2","\N","\N","\N","\N","\N","\N","\N",3
"146",23931,"Chemeron (general)","0 39 18 N","35 51 8 E",0.65502,35.852401,"\N",5.333,"pliocene","\N","\N",1.8,"gelasian","\N","\N","","","North - Central Gregory Rift","\N","Kenya","","","\N","y","Tugen Hills: Baringo","2.03","\N","\N","\N","\N","\N","\N","\N",21139,"Artiodactyla","Suidae","Notochoerus","euilus","Eutheria","Suoidea","Tetraconodontinae","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","432841","\N","\N","col","mes","\N","R2200","R","2","2","0","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","graze","te","surficial","gen_quad","\N","\N","\N",1,0,0,0,"\N","\N","\N","\N","\N","\N","\N","\N","\N",2
"147",23931,"Chemeron (general)","0 39 18 N","35 51 8 E",0.65502,35.852401,"\N",5.333,"pliocene","\N","\N",1.8,"gelasian","\N","\N","","","North - Central Gregory Rift","\N","Kenya","","","\N","y","Tugen Hills: Baringo","2.03","\N","\N","\N","\N","\N","\N","\N",21146,"Artiodactyla","Bovidae","Tragelaphus","indet.","Eutheria","\N","Tragelaphini","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","sel","bra","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","br/gr","te","surficial","gen_quad","\N","\N","\N",1,0,0,0,"\N","\N","\N","\N","\N","\N","\N","\N","\N",1
"148",23931,"Chemeron (general)","0 39 18 N","35 51 8 E",0.65502,35.852401,"\N",5.333,"pliocene","\N","\N",1.8,"gelasian","\N","\N","","","North - Central Gregory Rift","\N","Kenya","","","\N","y","Tugen Hills: Baringo","2.03","\N","\N","\N","\N","\N","\N","\N",21161,"Artiodactyla","Bovidae","indet.","indet.","Eutheria","\N","Alcelaphini","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","graze","te","surficial","gen_quad","\N","\N","\N",1,0,0,0,"\N","\N","\N","\N","\N","\N","\N","\N","\N",3
"149",23931,"Chemeron (general)","0 39 18 N","35 51 8 E",0.65502,35.852401,"\N",5.333,"pliocene","\N","\N",1.8,"gelasian","\N","\N","","","North - Central Gregory Rift","\N","Kenya","","","\N","y","Tugen Hills: Baringo","2.03","\N","\N","\N","\N","\N","\N","\N",21180,"Artiodactyla","Suidae","Nyanzachoerus","jaegeri","Eutheria","Suoidea","Tetraconodontinae","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","10cm-1m","476750","\N","\N","bun","bra","\N","R2200","R","2","2","0","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","o","omnivore","plant_dom","te","surficial","gen_quad","\N","Notochoerus jaegeri","Synonymy project",1,0,0,0,"\N","\N","\N","\N","\N","\N","\N","\N","\N",1
"150",23931,"Chemeron (general)","0 39 18 N","35 51 8 E",0.65502,35.852401,"\N",5.333,"pliocene","\N","\N",1.8,"gelasian","\N","\N","","","North - Central Gregory Rift","\N","Kenya","","","\N","y","Tugen Hills: Baringo","2.03","\N","\N","\N","\N","\N","\N","\N",23849,"Artiodactyla","Bovidae","indet.","indet.","Eutheria","\N","Caprini","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","sel","hyp","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,0,"\N","\N","\N","\N","\N","\N","\N","\N","\N",3
"151",23931,"Chemeron (general)","0 39 18 N","35 51 8 E",0.65502,35.852401,"\N",5.333,"pliocene","\N","\N",1.8,"gelasian","\N","\N","","","North - Central Gregory Rift","\N","Kenya","","","\N","y","Tugen Hills: Baringo","2.03","\N","\N","\N","\N","\N","\N","\N",24340,"Artiodactyla","Suidae","Kolpochoerus","afarensis","Eutheria","Suoidea","Suinae","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","10cm-1m","\N","\N","\N","\N","bra","\N","R3300","R","3","3","0","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","te","\N","\N","\N","\N","\N",1,0,0,0,"\N","\N","\N","\N","\N","\N","\N","\N","\N",1
"152",23931,"Chemeron (general)","0 39 18 N","35 51 8 E",0.65502,35.852401,"\N",5.333,"pliocene","\N","\N",1.8,"gelasian","\N","\N","","","North - Central Gregory Rift","\N","Kenya","","","\N","y","Tugen Hills: Baringo","2.03","\N","\N","\N","\N","\N","\N","\N",27352,"Artiodactyla","Giraffidae","Giraffa","indet.","Eutheria","\N","Giraffinae","-","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","\N","\N","\N","\N","sel","bra","\N","L2220","L","2","2","2","0","\N","\N","\N","\N","\N","\N","\N",NA,"\N","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N","\N","\N","\N",1,0,0,0,"\N","\N","\N","\N","\N","\N","\N","\N","\N",1
